1;charge;71.67857142857143
2;patient;67.9090909090909
3;traitement;60.797687861271676
4;insuffisance rénale;52.791443293250815
5;cours;48.869565217391305
6;diagnostic;43.78431372549019
7;syndrome néphrotique;40.91551344454244
8;exemple;39.0
9;néphropathie;37.6
10;fonction;37.51111111111111
11;hta;35.8
12;diurétiques;35.56896551724138
13;raison;33.90909090909091
14;cause;31.925925925925927
15;insuffisance rénale chronique;29.88888888888889
16;fonction rénale;28.189690191397702
17;urines;26.931818181818183
18;insuffisance rénale terminale;26.0
19;diurétiques de l' anse;25.154221027946424
20;enfant;23.0
21;ecbu;22.77777777777778
22;maladie rénale chronique;22.0
23;débit de filtration glomérulaire;21.826124091941207
24;niveau;20.875
25;compte;20.0
26;hypercalcémie;19.88
27;ara2;19.8
28;potassium;18.928571428571427
29;filtration glomérulaire;18.906338401459504
30;maladie;17.693548387096776
31;tableau 1;17.43458750793272
32;73 m2;17.03834688275243
33;anticorps;17.0
34;médicaments;16.806451612903224
35;eau;16.8
36;biopsie rénale;16.642106257572138
37;place;16.0
38;tableau 2;15.84962500721156
39;has 2016;15.84962500721156
40;diabète;15.677966101694915
41;jours;15.647058823529411
42;glomérulaire;15.084745762711865
43;reins;15.0
44;faveur;15.0
45;femme;14.933333333333334
46;créatininémie;14.74074074074074
47;transplantation rénale;14.264662506490405
48;diurétiques thiazidiques;14.000502089703547
49;nécrose tubulaire aiguë;14.0
50;calcul;13.945945945945946
51;élévation de la créatininémie;13.931568569324174
52;âge;13.88888888888889
53;âgé;13.8125
54;dfg;13.761904761904763
55;néphropathies glomérulaires;13.736341672916685
56;calcémie;13.714285714285715
57;pth;12.9375
58;sténose de l' artère rénale;12.92481250360578
59;hyperkaliémie;12.878787878787879
60;60 ml / min/1;12.770604521880491
61;dialyse péritonéale;12.679700005769249
62;transplantation;12.535714285714286
63;homme;12.0
64;hypocalcémie;12.0
65;insuffisance rénale sévère;12.0
66;protéinurie;11.921052631578947
67;sodium;11.90625
68;forme;11.86111111111111
69;signes;11.825
70;suivi;11.763157894736842
71;vitamine;11.75
72;dialyse;11.68
73;prise en charge;11.625
74;mesures;11.571428571428571
75;manifestations devant faire évoquer la maladie;11.229419688230417
76;10 mmol;11.094737505048093
77;lithiase urinaire;11.094737505048093
78;osmolalité urinaire;11.094737505048093
79;tableau 3;11.094737505048093
80;présence;11.0
81;part;11.0
82;temps;11.0
83;pratique;11.0
84;ph;11.0
85;efficacité;10.941176470588236
86;atteinte rénale;10.91863056052352
87;rapport;10.916666666666666
88;pression artérielle;10.698496879867804
89;hématurie;10.615384615384615
90;insuffisance cardiaque;10.415467861881883
91;artères rénales;10.374300004720293
92;principales hypothèses diagnostiques et justiﬁer;10.339850002884624
93;2 ans avec le receveur;10.339850002884624
94;anse;10.176470588235293
95;syndrome d' alport;10.0
