1;rénale;4602.815983385436
2;traitement;1731.2195206842437
3;insuffisance rénale;1705.7804789816835
4;syndrome;1355.9601720112053
5;insuffisance;1354.1898398263281
6;syndrome néphrotique;1268.7885374943573
7;urinaire;1262.5113060310744
8;rénale chronique;1205.5393727877884
9;protéinurie;1089.0343688237003
10;glomérulaire;1081.751943214982
11;diurétiques;1019.6965107958896
12;aiguë;1007.860337332354
13;néphropathie;995.2195448326828
14;d’une;991.7601152020478
15;cas;953.9482381359717
16;diagnostic;926.8438120269209
17;l’insuffisance rénale;912.3377537516739
18;risque;904.1378236933862
19;chronique;895.928671195285
20;hta;865.4026129785668
21;<;832.0169899173189
22;néphrotique;820.7883728824579
23;>;806.2592034091663
24;diabète;769.6588934692824
25;artérielle;759.8814368594626
26;? a;724.0573756334129
27;chez;722.633789245904
28;mmol/l;714.6585977072685
29;:;711.3283868048109
30;%;703.6755268114157
31;: -;695.7457852093185
32;rénales;680.5394162563196
33;insuffisance rénale chronique;677.5389728630494
34;l’insuffisance;669.1337262627983
35;tableau;660.2819238663253
36;maladie;652.6524278256454
37;signes;650.8348167576531
38;filtration glomérulaire;623.0895249230052
39;extracellulaire;616.9162552926382
40;patients;612.2755529163298
41;néphropathies;611.0570382300634
42;créatininémie;596.4807757788963
43;dfg;595.0718837598532
44;mmhg;594.698459296536
45;calcium;590.2377573895164
46;rénal;583.3772651536524
47;sodium;582.2397612758461
48;d’un;579.8223552801572
49;fonction rénale;579.0273275057381
50;rein;577.616695132957
51;urinaires;576.9909517760673
52;b;570.3576827094616
53;tubulaire;569.8857304841346
54;d’insuffisance rénale;559.3851431149083
55;rénale aiguë;557.357849199064
56;être;556.9773700549007
57;causes;540.902742396527
58;1;537.6581308240986
59;hématurie;532.1805117777177
60;diabétique;530.8985233486044
61;lithiase;523.0018882801808
62;patient;522.6324434201014
63;prise en charge;522.5284563166227
64;plasmatique;519.9066485846085
65;=;517.272793986952
66;diabète de type;516.7670132006309
67;diurétiques de l’anse;516.7670132006309
68;chez les patients;515.617463454481
69;pression artérielle;514.3321517409485
70;urines;508.3299305383732
71;maladie rénale;506.0959221421034
72;l’hta;503.5473919327078
73;potassium;498.1507646546636
74;doit être;497.94984122929776
75;dialyse;491.46324910597934
76;lésions;481.5449572750979
77;% des cas;478.094967439283
78;réabsorption;473.9950541984318
79;2;465.0706711161593
80;oedèmes;463.1125615831333
81;peut être;460.09183340721773
82;transplantation;455.14265041204885
83;médicaments;454.82893043534017
84;cardiaque;438.3904219530589
85;débit de filtration;436.3810333694217
86;reins;434.4049401731999
87;facteurs de risque;431.43502044150455
88;d’insuffisance;427.79121723888676
89;pression;427.5878109666051
90;clinique;426.4951396592032
91;maladie rénale chronique;424.89732196496317
92;complications;419.80040679562615
93;intracellulaire;416.3554255190542
94;glomérulaires;415.6960873613909
95;l’anse;413.8096006089344
96;biopsie rénale;413.6648169356943
97;chez la femme;410.3894096882604
98;pa;403.3097473500579
99;tableau 1;401.7926366896399
100;iec;399.59214362013864
101;chez l’enfant;398.47740865676957
102;facteurs;397.90913522717676
103;-;390.94141675473736
104;filtration;380.05193521346155
105;néphropathie diabétique;379.08814396148324
106;tableau 2;375.85585266777184
107;vitamine;374.09239114231724
108;sévère;372.96737489460094
109;figure 1;372.36727937828084
110;3;371.66165146685876
111;diurétique;371.55524698882186
112;dépôts;367.08121289149096
113;type 2;365.37725974973813
114;ira;364.5592418120052
115;diminution;363.0249436110693
116;métabolique;360.8445343733315
117;pth;354.28106676142755
118;plus souvent;347.86305239668695
119;prise;345.66923792432124
120;stade;345.00076624786817
121;sujet âgé;343.755462873562
122;biopsie;340.0079258967114
123;apports;339.89183401964783
124;déshydratation;339.02224036609863
125;rénale terminale;336.7231609856552
126;créatinine;336.5075432761011
127;aiguës;335.6414605638924
128;si;333.5810869716864
129;insuffisance rénale aiguë;333.0276307292955
130;souvent;321.96010616468783
131;l’insuffisance rénale chronique;321.543919324837
132;protéines;321.16109060424526
133;peut;320.94694629895105
134;e;318.66518851711754
135;transplantation rénale;315.57758887288355
136;plus;315.21393544807466
137;hypercalcémie;314.8709518871111
138;infections;313.6683430092183
139;vasculaire;307.4261445363607
140;l’adulte;306.9946408929171
141;interstitielle;306.73977672853306
142;cellules;304.0162268651503
143;sténose;301.28968107851193
144;doit;300.7354107827824
145;capillaire;300.1378783296842
146;inhibiteurs;299.139181022472
147;troubles;298.75973753400075
148;type 1;297.57512643941385
149;insuffisance cardiaque;296.03897165690955
150;l’artère rénale;290.428672342504
151;ara2;289.80991325626655
152;5;289.30371933731584
153;type;289.1123923986204
154;rénine;288.62394663205606
155;item;287.48304288931473
156;débit;283.15343673446614
157;non;283.121640689943
158;associée;281.5837538312756
159;kaliémie;280.43867196121465
160;g/l;278.385872776114
161;symptomatique;277.3510845695386
162;sécrétion;277.3036132670877
163;ml/min/1 73 m2;275.6090737070031
164;d’une insuffisance rénale;275.6090737070031
165;greffon;273.93992960751797
166;secondaire;273.37009184865053
167;acidose;273.2951915583436
168;l’enfant;272.1117619337179
169;n’est;271.7975569784022
170;chez l’adulte;271.19865398304125
171;déshydratation extracellulaire;270.4186003282482
172;calculs;267.9328605553592
173;étiologique;266.93887159663706
174;donneur;265.5917147243433
175;sténose de l’artère;264.1253623025447
176;risque de complication;264.1253623025447
177;figure;263.5216178902024
178;chez l’homme;261.77682944671767
179;augmentation;261.56781351190574
180;cliniques;260.800058213446
181;l’absence;260.2986050886788
182;na;258.78282518810215
183;fonction;256.2752985651032
184;cours;254.78876047542897
185;dialyse péritonéale;253.38058628934792
186;tableau 1 :;252.64165089808625
187;rétention;252.17500603684607
188;calcémie;250.00171724188888
189;polykystose rénale;248.99312660993314
190;h;247.99127054907194
191;?;246.2590387090673
192;vasculaires;246.13198187351452
193;peuvent être;245.29487751664792
194;diabétiques;244.57861948644515
195;glomérulonéphrite;243.87776587889425
196;repose;242.6404995447222
197;ml/min/1 73;242.50491562241942
198;charge;241.91324106296767
199;d’une insuffisance;241.76010735867843
200;≥;241.25121592427135
201;proposition s exacte;241.15793949362777
202;tableau 2 :;241.15793949362777
203;chez un patient;241.15793949362777
204;fréquente;240.68080444778624
205;hypocalcémie;240.2304089571138
206;d’eau;240.05947890361085
207;échographie;239.68436590633
208;hyperkaliémie;234.18229661571291
209;hypertension artérielle;234.10575777753849
210;infections urinaires;234.06810001489328
211;ains;233.98061986584122
